Row_Labels,Count_AnimalName
8680417,52
9303,50
34501,73
50365,55
22738563,49
8087906,20
4135,19
22320,48
21936809,55
11525,28
355916,63
6667,102
10890,12
184657,39
13836,42
30013,95
56728,26
18798983,42
6260997,28
10798418,55
18243700,26
2807199,37
29394,27
334176,44
10910,43
20727654,20
6023056,69
10335318,14
89724,79
56405,37
2761626,99
216442,54
17262159,78
183656,29
228630,79
5167,38
43884,46
29582,96
10058,45
99111,58
112803,208
2265,54
45546,38
18803640,1
21423525,81
66695,46
6393082,5
6218007,11
182425,54
34510,78
12513614,21
81959,532
2082136,45
544257,42
23278537,7
13562049,70
17333880,30
19675,63
8592946,30
156427,1
45100,56
148337,61
41977,82
23513349,27
5720,59
16788,71
8196732,70
20518872,42
48002,62
154798,37
227593,38
52309,834
1858013,39
12891107,28
12160906,54
187811,58
3047849,38
4898,60
6431790,40
8546358,34
815234,36
27239265,15
33453,37
18104607,41
77711,67
6709,17
19469,36
413158,17
6448470,51
9809,125
11096647,27
17905709,63
26582,51
6114607,4
10882,42
9758764,27
395922,86
73070,47
13707738,45
7227174,31
14662,685
16183,51
332775,49
10800916,20
452157,10
9462795,47
7739934,55
67238,46
23745132,1
63720,61
1524173,54
639864,210
9595650,29
1325218,29
26109394,42
27323,102
6316171,33
15283043,21
3873,66
16131032,35
5932,179
382549,76
1062516,15
18414,810
1099301,46
18053060,20
16429,67
7048800,45
6588,80
533465,45
18813642,25
226709,79
6690,125
9160695,49
19351043,22
1192,4
6537,108
84736,85
15055,66
16139641,8
19427193,10
25051,31
58962,99
18505796,29
120230,4
32504,105
41821,100
6393047,25
7742,29
13570,15
8962,86
297627,36
169756,32
3819326,38
752900,304
6342491,28
821056,83
38333,24
19358975,22
20263040,64
15994634,32
4979,64
17667452,25
25893693,20
552894,57
23664710,48
18428067,49
13496738,23
13414676,41
1672727,17
16001443,25
1814843,44
49221,87
22416,13
13833,35
8099187,39
6387565,67
386286,71
37743,47
22609391,30
31231,67
3147367,17
15842230,45
16065004,25
17262155,89
30633,85
20639274,41
11010251,39
10505,50
18765,152
13326831,42
17908462,27
13628209,17
13829,23
8788554,41
18039963,28
9615347,18
9912,68
30262,47
66693,44
44597,97
16286,94
189811,46
402014,54
20821614,45
13618440,67
1205297,66
9284655,50
105,72
20821284,17
7094569,28
3476,27
77394,6
75024,68
89165,55
4836308,68
55401,54
17983690,42
78982,80
2315892,63
18635113,66
154424,42
8171378,26
20706317,51
13623012,116
11366,68
937249,48
71865,78
6514074,58
18140047,60
10776793,24
27071490,56
7237456,36
3410425,51
3918010,30
408615,47
6686101,36
5344,773
16033842,131
3722183,58
6681454,77
46202,54
667985,14
57891,36
5126859,31
107301,114
18667945,35
2485785,43
188230,72
6070950,68
19670,57
17343,70
224500,91
15676,62
93794,45
490867,20
47558,8
13147230,43
1319,29
13223520,14
11438,72
104379,39
10790290,21
17286747,25
218467,29
114144,74
31548,343
18879761,54
99110,45
32527,52
153542,40
17383994,26
116296,61
7074000,64
10908,44
16150830,35
3257136,103
16248113,40
30259,37
20821043,44
6604209,15
227729,79
6545536,26
808853,21
11082037,74
500503,10
17331349,48
13436373,8
3110,18
92121,79
18144053,30
3220405,31
421129,38
4005,143
35519,46
21418013,29
17380041,64
21412202,1
773276,36
13522285,36
6389704,34
138269,73
30248,38
119760,45
16099159,32
3483,52
18498558,49
12476820,37
72223,19
17802747,29
3047850,42
184655,46
395090,67
13223349,27
33457,47
46438,99
6534932,11
240976,112
479415,111
46191,50
3047851,23
1225621,29
433567,566
7728889,48
3798703,38
14142,172
537070,45
64218,80
25102,33
9302,59
16729,57
46601,27
16429619,16
42933,92
8573020,36
34498,61
10762469,53
66354,66
23454,60
9219901,18
693016,52
96123,63
7263429,40
20564,529
7334201,49
407813,38
13570854,37
10661081,7
121732,77
24113,48
153780,25
95819,19
8953,43
15790873,40
53817,40
10816297,35
74389,116
17733898,70
9838,92
833710,46
4703581,57
128759,74
4345498,32
15748898,30
124918,76
7201913,39
4983,2
91248,55
216422,48
13578175,20
2906039,79
201114,35
552887,69
27822,57
13138635,31
2986865,62
4538,42
7933615,49
11454587,34
32979,44
33810,62
325421,263
10911,42
94803,54
6219656,25
58822,56
74824,62
7896345,25
9833184,25
6479550,26
25152052,57
47990,65
704043,53
32071,570
8155,61
15757434,17
15791154,51
22200,72
24472,53
5231173,18
81922,84
7058405,130
22649,38
23481669,10
88071,33
826582,12
18593175,18
9298,60
17156015,13
43339,93
77366,34
7723,205
218357,38
3049,193
4921,747
214614,37
6419,24
56454,23
9570,30
92163,45
43328,85
8718952,1
9395215,49
17255435,25
586472,44
129645,48
32255,78
33441,32
899492,151
7362158,42
17565845,43
13146214,32
24096,82
217432,46
17920175,38
1375896,56
23305614,64
603422,15
105551,33
2517,140
78250,112
9509287,52
193093,35
213647,25
19004663,27
2223324,11
16791,14
229123,38
13623150,19
84839,1
40745,49
5972040,32
26435,81
2527900,46
210329,96
23754479,66
32446,51
53625,70
3975186,48
9595,65
38315,46
14975,106
7493,29
76679,92
6919272,68
16142053,24
7619292,43
56034,137
732562,303
240130,42
163977,145
23814,555
12647642,13
25105,29
3934321,61
3467,41
5954,214
25106,36
17199504,71
31250,442
175004,65
50833,79
12657,56
4954,45
3438000,17
201126,93
6339989,8
673657,45
7076706,62
13147,75
45252,39
322351,45
269322,5
6335026,62
22522808,40
106590,16
1811543,33
3698,135
16062211,19
6541,102
77430,104
969275,36
89187,46
7134202,54
8205669,28
6054449,64
14384,52
10345927,35
28251,67
17383934,60
3465,54
24781,62
9462812,32
77295,75
2159,71
426504,135
37304,31
4625,63
50033,136
43782,57
6570502,56
24228353,9
243705,123
183660,19
9594,69
13540215,31
17262366,41
41967,74
34919,45
65840,187
226378,317
9943,30
6862,97
40923,24
10222,59
2211221,72
17448960,27
20819682,88
22443261,38
42172,23
196613,36
12299419,21
899962,19
2054761,7
107779,70
2836109,40
18114060,73
11691,1
6348045,40
715834,101
1127996,76
359410,42
11737271,81
13133,57
45169,76
15937108,36
6421588,33
139417,55
777211,45
6781956,65
157076,121
954674,20
136081,68
304079,28
22716194,24
175983,39
2029927,53
261122,47
13834,29
4922079,34
385706,53
9279177,36
32525,46
15567,70
2498983,55
2200877,38
9761771,22
126381,87
113429,51
9595620,28
14383,39
3313418,39
23093367,23
18528454,37
16071701,21
16099180,25
6224826,63
801178,91
7039,76
49350,112
13612739,18
34541,63
6388558,24
9601,63
120253,7
7726892,39
550844,66
91357,30
248787,63
239186,29
23341607,25
18839,355
2410506,87
298230,448
26050,74
6339304,37
2299110,31
6135237,32
171102,23
3657138,45
775346,84
3165162,5
2133795,35
4452257,6
13151,76
2750180,36
634583,21
11401915,28
13588394,33
25614492,45
16319,211
119,7
8379374,24
189182,36
8274537,53
8252,62
7108725,43
17345258,36
25354,34
9464733,23
4699575,49
4035,57
22299763,29
758153,67
333867,84
24431,29
15839984,20
11289,54
3977,58
920607,27
15704486,35
10873,43
5664022,15
24580,202
15701217,31
74731,54
4708,522
27037,843
23602562,37
116012,74
16138688,26
13402447,11
7897478,18
2247142,139
8662836,28
390711,53
28866,42
4634266,14
16131077,62
1128178,52
24499258,37
18170143,49
2321296,46
6621287,9
5347,66
206962,32
8,11
103983,66
43930,83
45101,53
722864,21
126507,92
20578940,69
12962439,25
7091370,68
5181,23
17860199,3
228258,41
7015635,48
20316309,10
263147,26
16044981,32
28689,49
76104,17
176839,37
23156040,56
28250,69
97782,57
17202452,31
45102,53
15990489,45
13154952,44
282356,10
13928,49
556511,34
37738,36
7155145,35
34053,598
78508,24
4477,31
7779059,17
497164,64
690866,57
23638955,52
2595138,68
823,36
17287028,2
176327,36
149847,6
6909544,27
284440,77
31818,41
7805,94
89788,79
5338,132
18007533,2
7557548,3
5212771,38
16120760,56
13597728,33
24388326,39
30260,38
213367,27
12813630,30
13079,42
23492741,22
12987640,26
2295829,41
13545075,35
6751,26
7005865,51
43781,54
18739426,21
11987,35
16071745,28
12204,64
19547856,55
383206,253
12558285,22
153540,33
6174,134
500743,19
32831,661
321577,50
457762,50
9542439,61
8437667,70
818811,31
15154,87
841628,18
78876,68
219205,57
50937,38
47994,59
7769,39
205476,48
3047848,32
32501,97
113138,80
18659623,14
94319,49
68811,171
20423680,26
23009402,22
13320466,49
16434,49
226706,74
228696,17
12857,664
13413589,20
59145,650
3522419,145
31426,21
84151,40
9086994,123
12351649,15
6687247,30
1470232,45
4796,129
373755,107
22510983,69
205821,34
24950845,25
139855,30
68396,37
2177236,96
71252,29
25103,30
826845,81
122967,232
81939,44
29641,94
25205422,24
739840,101
59924,57
1362,262
17798287,32
18402,77
46544,86
5292853,24
5356711,117
133430,41
6261522,24
6870,86
36071,64
28541,55
595375,21
6428887,72
328854,47
714902,40
152519,341
8519822,45
8255917,26
16070521,1
785092,57
12866426,18
16707,50
15739018,19
10464963,64
8680,38
18007535,37
8428069,29
32258,88
18143905,27
6613956,111
15835685,16
17349203,55
20898019,21
178476,38
18711993,5
89716,44
6723348,85
17378527,24
13152287,54
6538,68
448873,4
235718,43
8874743,64
18003300,10
6515834,18
85392,42
7948230,26
46199,220
439275,94
12425532,20
84140,50
110444,52
80566,37
203220,667
16169737,34
49540,146
164531,407
26245853,37
8785374,54
8559047,22
5128,81
315519,51
25817531,49
13495034,69
5180,22
38169,49
184661,39
1238684,22
284996,41
6780439,17
18138189,40
5355136,40
4264,76
31343,67
12700306,26
106393,21
402843,57
25489025,64
333538,409
15985373,27
5206937,167
51299,28
6441509,56
781046,26
40929,24
24983,60
20767918,7
20342617,18
110694,40
34452,75
20881071,61
84699,43
6871617,24
153784,26
1162022,37
3061,14
66692,43
16249,21
16052012,37
158119,94
67,42
38462,60
856917,9
17333227,59
12749,749
682920,41
30245,49
149196,133
9634967,57
32432,67
6547187,25
1434105,25
2334751,57
4110198,61
51070,96
31196,152
47559,7
14498,16
4447622,33
17143,56
27000,5
16113737,59
26252859,55
7039218,23
24911006,20
509784,123
371787,47
65497,31
18666047,52
78987,67
12652457,25
53022,52
153800,23
627984,66
3831279,16
1215290,13
9555,80
218427,53
15014,55
25669,36
30071,9
13615414,32
53645,22
34492,64
22327,23
16033906,44
783291,63
41913,80
91953,364
20454672,42
17880708,19
2195289,18
17157,55
161099,48
7600924,29
18209454,16
703,76
144977,55
201345,29
7801229,22
691520,54
17461,61
14316,61
22686,44
15171,23
43325,71
4820,35
435045,32
6462,25
22323,54
7569223,57
1728744,1
13638570,26
8965,78
104089,53
8765,52
78950,475
415,66
173526,29
93728,91
429138,86
140963,388
1237300,67
21094993,104
3686,23
13369678,40
35743,192
214332,47
7544603,61
248484,30
194366,680
23522,111
401679,18
23577,31
597,25
26827675,12
9589,76
55398,39
6662883,13
6667514,30
682761,31
85459,77
6361871,7
13644055,32
30271,34
22435,55
31099,45
6202318,44
380975,54
11507,64
27528,41
15793184,41
6289920,44
6600137,21
4961048,22
21717,72
300225,83
352921,55
7156505,56
13353667,66
9465845,12
29501,32
1902241,36
7592279,37
24812,14
23686,6
2815590,51
94799,28
12007,37
17267122,32
115076,34
92143,14
2479827,22
5941233,15
11741,58
511614,89
119389,83
747746,31
38262,641
175675,105
35921,37
3272165,50
80642,33
6891433,117
24094,34
8135807,14
6748,46
98413,20
298567,79
32257,82
6250169,64
11071466,30
381704,61
17162,66
14118,7
22836957,67
25104,32
2615,32
765281,6
153795,25
1821571,49
10560331,33
15778138,19
17286958,22
183822,64
173673,65
18656030,27
353814,49
332631,19
3475268,33
19793,38
93426,25
126609,354
9409469,24
1362193,44
7904429,23
31623,87
33443,43
9729504,33
7247854,44
52635,48
17704903,13
6457081,56
3558003,39
39031,77
498641,233
12191246,9
20620995,17
9820,41
9440448,25
13497505,20
106835,57
2095,80
9300768,56
1001896,56
5296,347
42058,620
22557520,72
1966969,46
11734,76
16303287,44
409918,93
13312527,24
14096,57
50144,92
123543,74
129619,39
7095831,43
385742,59
85733,55
9802372,36
325085,138
4673605,6
12651,340
3002300,26
53447,149
110331,424
272315,18
25242224,49
1629601,31
6578507,50
10790277,18
657371,23
10836728,32
44170,28
2241558,42
6261961,65
7576115,54
17831614,37
18077903,40
91760,20
11580,14
10785687,8
29925,27
2712967,52
151370,41
598159,25
8701129,47
792161,98
336161,43
21685,63
657034,56
12820360,23
16248311,44
15704001,22
15768191,11
39030,71
8459594,19
140302,141
10,6
30016,109
114230,431
23512999,54
9835731,129
76658,19
4902793,1
43324,72
25378,16
7797,16
331319,139
4645,125
673252,3
9503336,33
22896,48
13536649,18
9475,51
23395680,37
140671,31
42986,42
37034,90
239810,43
5061675,10
9827,81
8811134,35
24422492,15
327255,75
10990,64
9681214,27
36086,27
9297774,21
18353714,45
52372,67
504420,39
5182,28
40067,39
1168341,61
15595,33
40200,5
4701,78
8709524,26
16255,61
100924,81
5510384,10
7673,84
11100431,19
93261,737
3863861,26
9436746,45
922991,87
32441,52
64948,65
6777616,63
32422,77
634407,79
48464,1
138396,35
3828382,31
46815,42
7468160,21
7505716,48
6547188,20
11505008,51
18500665,28
36315,8
82192,71
8138071,18
160149,41
15015,79
23705512,18
7926569,46
268601,83
16002136,15
11312,70
6375845,25
11299,81
6405929,60
53498,30
73864,43
121927,43
40425,461
127586,64
26023,12
74998,39
17650,74
2679633,29
1388813,45
542639,14
1611988,52
6424184,10
125963,38
347610,38
10830444,42
12283261,31
10059498,31
9635657,51
10138607,19
11093329,87
33808,67
9761778,23
116020,263
6236809,13
28678119,34
37426,45
99894,81
884288,69
2003625,36
169875,29
13330603,25
7091713,27
17828418,32
3173558,15
12099007,72
10776592,53
22571552,41
81779,458
11711,60
76867,98
80670,52
58098,27
26236956,46
30228,28
7060582,22
320167,88
10047589,22
92780,60
12842134,41
17876897,58
203805,39
12605157,36
33458,39
154091,63
29780253,23
18553,41
107770,54
3238153,14
77554,71
838917,27
1087075,38
124509,140
135611,58
9282,47
4570768,22
56073,58
106076,23
7821828,64
76664,46
857501,13
11861062,58
1611656,31
38787,155
77391,166
1779929,30
43928,71
34080,157
22875451,13
861326,50
9531,42
531989,50
2071575,33
28634,105
15793074,43
910863,27
12083,57
74928,24
228261,36
123106,24
4692,120
21337,46
122125,25
867247,77
281433,49
573201,60
7098304,25
18108281,39
21031,105
365990,54
19068,447
11198480,14
29802,30
14990,34
171547,182
306364,50
900065,20
349473,78
286507,43
2693801,57
7202831,67
68520,80
59969,40
544424,24
475276,13
226791,80
6411016,49
2159225,38
37526,599
19083,355
522776,74
174834,55
29430012,29
6792458,18
32585,53
18465852,28
11112619,30
64865,73
3289281,50
3134981,24
359375,80
17402288,34
22544024,10
85448,52
51606,77
32502,93
4909,71
5489684,7
9307674,41
414895,129
7600922,28
182496,23
356373,5
592657,43
28547,45
13049981,24
29354916,47
568454,13
41810,85
18431,82
16718083,30
16277248,6
32505,97
275000,63
5509920,46
46190,22
14595,28
29632984,8
833549,48
68418,16
30225,37
237320,27
1675216,30
26192467,20
682745,22
59978,33
68458,96
6697,40
82747,67
8306745,26
5201089,43
25816688,42
19346451,43
387749,612
9646,151
251519,52
18635622,79
7747263,24
16109563,15
6613,57
949709,23
28233082,27
1270615,13
7324659,34
3562,137
113205,175
676737,48
68528,78
64582,61
16982,41
13722902,62
10959277,40
1713912,53
6538757,14
11366397,20
84777,102
45244,36
7035,66
4570679,15
16240761,53
84132,28
33455,27
26114135,7
16101126,24
353,53
3895,4
7800188,50
12902549,27
6167746,3
6365221,22
830791,72
26891429,3
91249,52
5508,12
395962,34
22874559,8
233691,7
52397,33
11872242,47
13151129,19
687278,48
9999107,38
659612,62
140131,4
60431,1
608287,37
13573622,27
9503,64
13547381,28
641604,46
16131489,56
744615,24
426825,48
24876258,19
23529,37
86321,67
65910,39
113310,102
1499952,352
161887,26
127584,73
357636,156
12394068,88
17411703,32
19288321,29
31979,21
5152561,36
11227041,17
32628,44
29,28
1918305,34
231,53
25564665,35
73089,51
59830,75
32430,79
17204568,27
187812,42
3609763,35
297135,57
64023,53
517188,103
138202,19
13477676,37
39963,31
5575,68
514313,47
18465566,17
13184572,25
1883838,20
4957350,53
15568,48
22843341,21
14376,73
5695,455
84144,35
49455,691
8346300,1
85987,93
18301124,39
288644,142
29430013,27
789344,38
138685,72
890143,25
17910054,51
13325079,43
99315,42
77160,91
2094,89
117047,66
59822,73
17834834,17
27401883,9
16435,55
2866413,18
7171876,11
123598,101
28449257,13
111218,33
4656,81
425123,77
8957,66
217436,46
78131,39
15768409,18
3882,5
2145681,31
40290,52
16697,42
146274,26
6631792,71
10327303,25
18298225,14
25153134,17
846984,31
481446,50
11709037,24
72854,27
1519,255
17167084,25
347656,30
54984,121
111222,21
747061,32
8163722,17
6315602,28
15019,45
9413044,26
3400816,27
1426,130
2548866,9
2936415,31
824062,45
9923372,24
18660447,22
161426,74
47613,39
9166559,37
852460,5
6006518,37
103342,70
6013511,63
91714,48
609870,27
7171856,79
23212667,23
921651,7
28449270,24
228063,14
279692,11
77505,46
28691,12
45685,295
18630542,16
16134551,14
327246,14
6572,23
24137,49
613283,82
15547,65
68984,199
31341,53
10816908,18
153785,23
18170039,14
816870,58
172732,100
16090636,13
125956,49
6437061,40
857445,11
63033,81
11300302,42
6801582,48
59151,287
594361,2
11198312,20
266904,45
7164343,40
112754,46
12722468,21
19101283,78
6839093,14
785453,38
29187,48
7743117,30
331256,98
2068676,32
182381,403
11761,71
50140,62
200572,263
6368610,25
13448656,14
20980987,26
14288998,35
296302,39
95406,16
36,12
215543,40
31374,89
7194,129
248482,25
93724,38
21456940,2
105999,59
16055,19
3378,53
23168277,33
16305,200
17375956,18
164542,63
12326644,47
292275,265
1298205,47
22698568,45
13256064,107
8724779,1
588369,72
99664,124
31337,48
832543,42
7036,62
16158535,28
25558608,48
556136,25
227454,39
803171,16
9410421,68
95887,116
4600,13
342504,369
2277444,46
2501458,29
101911,33
234501,47
16282066,15
880,109
25066991,38
243685,92
13235,6
39542,20
672875,331
196764,20
24782,60
136637,72
17529,252
114166,62
2169506,24
125955,39
6758331,41
4601396,50
16130307,59
5693,61
7648269,22
18999,128
11433,32
64481,43
79705,40
192893,206
24215,6
737957,24
11922,44
85306,89
2277378,49
10444,68
93000,2
668,63
20443207,26
18282800,11
76889,8
2202049,7
831194,53
6065182,71
17562900,23
17399160,29
17830123,29
59821,66
159760,31
68526,69
162719,23
16122643,23
18404427,30
238360,15
911579,34
9567,28
15858,24
21969786,38
293625,47
95621,27
16158596,33
2804776,58
20701984,12
16140408,43
30069,35
22584,92
95622,28
73385,55
7157310,25
22632,102
1149440,43
261243,336
2918374,5
5776788,33
5556466,52
17717,36
89399,76
52258,108
9662386,43
6319978,29
70420,67
365006,36
2218252,41
16101018,30
93729,83
11281852,15
3181953,36
88077,211
32507,80
17234658,24
828084,26
45245,27
119382,76
13537891,51
530848,33
10639,32
30324,33
6413193,74
9784,415
31106,39
889284,48
12799058,31
15957,17
96593,50
13565914,11
7723797,35
10954979,37
10108,34
3717,47
570172,53
61181,51
7766027,38
17880714,20
23398625,29
1031461,11
1220507,44
15734464,41
15790883,27
294042,70
2199587,74
28763485,45
23717678,31
38180,109
22749994,47
6257535,49
20764879,21
65948,53
9833,75
2815949,6
31100,49
80570,23
9355,61
6380822,35
139220,38
241823,91
169879,23
56452,37
2467566,84
54270,573
31098,38
4201106,49
12951824,67
12368985,15
783127,65
7150174,30
33727,52
8537327,22
12995284,31
13323842,7
349254,10
37875,34
7099273,19
86643,61
89284,11
1429082,21
73086,54
7815744,53
12358,15
34898,81
18505832,32
141526,73
32416,94
238126,76
6696602,24
2149535,38
5933841,46
10914,14
6945530,71
86147,48
16158519,68
14755,26
1894269,21
6337006,27
858037,37
51799,609
9893331,22
25010281,55
13530981,101
1767779,31
40223,35
5787,123
18134249,16
2054,152
2050,132
24779,66
6289938,30
508903,50
15993374,12
12959086,19
17032328,21
20170296,18
128756,79
313631,44
1137215,33
165395,35
12588363,56
18225810,14
536982,32
15566,52
201342,41
22886612,24
845977,57
5509321,17
257845,94
653396,67
17792606,23
13538552,39
4835,94
16058610,16
13450339,24
83143,62
17910124,33
18723,67
18079804,72
53639,189
598117,52
11337189,39
1970449,25
6582637,34
8475505,14
32254,81
73297,27
24814,21
12413836,9
10033,75
1128437,90
27333,74
13452375,24
23215469,11
10343389,52
18505784,26
7826116,42
72536,26
79422,14
3157876,34
643301,6
261331,43
8680418,38
17456328,27
12954620,41
244383,40
7005479,82
99329,377
80176,372
22717015,25
89656,67
156533,14
15096,78
63032,84
2748,41
15799936,18
93947,76
14965,57
8960,56
14185,112
23128304,39
9598,67
8579016,11
181886,40
398323,71
51078,7
25451555,17
206196,29
102733,82
207569,46
46227,72
470495,21
32433,50
13554713,36
43886,29
26114,134
12326627,46
377425,59
11313,53
225774,54
211099,49
1591,222
5983057,60
12444166,24
15062217,24
9165406,13
85957,37
13521459,38
85443,53
13202092,34
7093222,80
18656006,29
50930,33
2113410,25
49006,46
57727,73
16045144,25
616678,55
133765,10
63461,39
84142,38
474634,45
281512,48
8069535,23
3764,132
24731,9
6368611,19
27209486,22
13624367,9
34534,75
771332,31
42369,31
13481275,33
18244799,47
15705011,44
345299,33
17332969,51
9666812,51
156530,16
867248,21
30253864,23
317282,21
7983,31
43805,53
283494,29
4932435,34
32650,464
11660590,57
10037,21
46656,30
3832,88
8581936,27
92855,50
7945049,35
84785,81
6604887,9
90192,636
295086,49
31845516,20
6449551,39
11337912,21
318742,387
45220,64
8069828,16
6080822,30
25690958,24
275,148
13350,18
16033909,50
3690,135
24790,106
20575411,47
34988,57
28940,56
26192646,27
110384,47
89755,24
33547,43
3648,45
23281906,58
32530,40
29154543,34
8045080,48
114206,63
781182,31
20706284,35
17689,2
18108877,24
9591398,42
11970096,20
14781501,44
30068,66
14897790,106
12617758,45
128752,76
16131025,33
85958,31
206682,68
16634,163
13366259,49
85418,92
16117804,15
48132,138
174403,43
11449,72
30065028,49
11574,37
1999475,18
7992995,51
14570,292
590552,24
64862,52
11947156,15
99296,16
222576,58
16071748,18
15981894,13
14905,149
20697435,43
9266776,5
30240,52
376514,53
37737,54
11946245,31
12540,12
61663,10
17449417,22
64081,19
2251306,43
215539,28
7347109,65
8435445,32
7150178,41
3474186,54
519112,45
5186,29
12395,169
4527502,69
16130537,21
6566616,43
3692091,5
49158,19
21362,65
38568,34
248682,68
144790,54
825508,100
27001,48
25698,513
12872236,64
6628,30
519048,54
542389,66
6419566,7
191170,29
1624,54
2475251,47
4066312,48
9972053,17
31862,73
5739373,51
12758317,61
433533,282
68143,38
39033,73
397860,42
8676,70
7122034,51
11395597,47
10193062,23
18594409,10
37847,25
9832370,1
372638,17
10874177,31
3018539,109
58889,29
16431,64
27406704,56
44361,26
210834,659
508413,30
15711341,27
77378,38
319644,49
3116205,27
44255,35
27398,28
16099189,15
13642929,20
226004,39
18288,383
16298,201
926908,36
153193,31
1305,49
137098,21
385228,410
22934446,20
468070,28
22914448,11
7863423,28
16247792,34
5989573,21
213233,26
15748335,14
19095025,33
6441654,11
49176,79
18966322,22
7186,626
11942639,26
206309,47
49250,46
7981456,22
8811139,33
28477789,13
189147,61
114132,78
12967,65
106646,66
201175,73
161744,538
54529,49
3338544,9
13416236,19
7148931,38
58314,116
17314410,10
224410,3
207266,62
13435889,37
149049,85
98920,78
17237214,27
5171894,50
21726,11
336245,45
543339,57
153779,17
6122735,14
426025,20
5883777,627
321545,73
233389,92
84139,35
4935682,48
5558786,115
5396496,67
207781,14
17171909,36
26583370,6
9799,37
379316,39
18077769,43
277190,56
11101772,5
251762,33
182012,72
236208,43
29254,14
6530,74
1279686,67
291354,20
32638,47
715791,47
2653622,22
17660462,54
25564446,26
3585344,26
478951,29
16119079,8
22341276,14
10098912,14
12467,88
35100,23
646056,5
86424,60
7783920,19
37739,45
7954556,21
9897164,21
6202661,38
2213324,32
25190,48
3389671,29
26596,6
1635,37
20663702,23
7096123,47
15730101,182
373915,63
6819,45
21219083,16
8709528,27
5983694,25
125190,60
9442157,17
20525628,39
1407874,7
28116,32
15811495,43
126807,37
9751378,18
23553419,53
17899696,36
2873,60
15797397,39
225038,34
7090785,22
7180727,46
825081,30
368916,64
5153799,9
14572,43
6686671,15
29868610,19
24429934,11
7307795,16
107032,19
16085517,51
6871616,27
129117,50
32626,25
294046,63
33333,17
30122,15
56842,92
7132363,25
92508,119
1772910,267
5215879,31
481749,115
1693617,7
31168,103
114129,71
9569,40
22237161,30
21325,12
28077464,41
9578677,62
11301,30
17733861,11
15827066,28
73945,306
102953,16
12880428,46
867650,14
10875239,38
3974,16
773606,43
6694937,21
659622,52
10599805,21
124524,39
93768,40
7856305,52
148821,30
582533,53
40329,42
25454883,9
9565045,33
33609,45
828387,71
22693182,24
125925,31
74256,81
18867685,31
42512,28
92367,84
568236,51
28899,20
900,44
64864,48
8476248,33
6443349,23
11720382,50
233044,47
239102,35
93788,66
8967,59
7144426,44
27252717,27
289644,20
3121162,52
11544421,12
9970042,31
18453095,41
99610,71
2855034,54
114162,71
456028,39
10680329,32
17455585,35
1717890,14
6596547,27
13489517,8
107195,21
903,25
277397,37
22904,70
1059680,10
260025,38
48467,60
220826,28
187124,37
223838,243
10790516,31
515905,12
2260637,60
2659997,35
11178225,45
2182780,18
273511,36
18176747,20
11051889,11
228990,46
2063563,22
18527947,49
10909804,33
3492020,46
23534,30
19161852,20
13568322,4
67931,64
2113260,35
33569,43
6164358,37
10149142,32
10907,26
7147831,93
8517008,48
18728,18
414298,28
10739,54
87346,240
4835838,18
7329,122
9461872,27
349090,19
33459,23
2501455,9
87665,430
426625,29
3692,100
21535019,65
169871,25
2029176,51
23301545,36
18114142,12
18750,50
285011,23
13041934,7
3124249,33
43908,41
11466,37
3993839,30
545951,107
7942786,16
17312201,16
52823,310
4701550,24
1896346,9
10400407,4
386234,8
294047,46
46674,42
114184,80
6528,74
720298,40
254308,288
198332,70
18167006,27
6496815,39
1849,59
154423,73
589979,36
688191,35
8534799,23
7824997,63
34072,17
39980,30
16163690,10
4516,106
7135858,46
15054,37
7849341,42
605015,33
4591,44
53580,15
112675,45
27526,34
18114068,31
6512140,20
25807,115
6555517,36
9530,33
8293938,30
77103,58
10710392,3
21853628,17
16279856,46
140278,233
74036,66
18373214,104
140078,41
3304,93
2364284,42
68497,46
23225,45
28553,45
9545064,34
18646,60
42692,42
11391817,4
1330324,75
99245,47
18005,18
99208,39
6323821,61
10115852,24
9376345,23
78970,53
469901,47
16093188,37
16124019,12
1225261,75
207802,24
4703450,33
210404,74
895886,93
178788,55
1013383,41
359,55
250024,96
18667307,27
352262,89
6753,53
170619,71
4758093,30
6618272,47
43993,48
22680,16
11777020,101
93793,56
243598,70
22910900,40
1933181,34
16131193,21
184419,548
764903,82
2198274,53
112525,44
30243,40
1297150,61
1734639,19
228534,59
16062210,10
41951,59
16070018,12
34503,26
83539,52
11472,33
12611073,11
16248078,43
8296140,18
18295852,31
7991200,46
11254850,23
82751,29
14785,39
8320534,1
31140847,16
2880715,28
6120349,18
91247,48
49596,647
53413,191
9635495,53
25689074,17
1207904,40
647,73
43927,80
7748,22
764434,75
21853633,23
223380,60
53926,130
6449290,17
4031,59
32523,53
969177,3
29519514,18
16054811,84
9296438,27
52640,54
170650,75
215542,30
11227040,17
133486,52
12275680,25
16054808,31
17208,41
6926176,25
97860,20
19707,64
13986,26
424,34
43917,37
7285498,12
12070846,22
446,66
277191,53
159582,94
13561164,30
6952423,39
11077,26
10445208,19
5158,26
59819,56
8968,66
291356,42
24452249,36
33813,59
781844,64
23346918,42
827412,60
2833172,65
21681,60
239103,35
9917945,11
17201095,7
268604,54
17316075,29
184040,14
18668066,52
8088,28
64857,52
10846336,25
22611920,14
14069,54
2368,25
79426,13
92160,48
16116760,9
20309175,39
20509356,21
18616975,15
659388,31
66370,45
